"unit_name","neighbour_name","distance_km"
"Santa Margalida, Baleares","Campanet, Baleares",9.5877
"Santa Margalida, Baleares","Pollença, Baleares",9.8436
"Santa Maria de Palautordera, Barcelona","Llinars del Vallès, Barcelona",0
"Santa Maria de Palautordera, Barcelona","Cardedeu, Barcelona",5.0665
"Santa Maria de Palautordera, Barcelona","Riells i Viabrea, Girona",6.0642
"Santa Maria de Palautordera, Barcelona","Les Franqueses del Vallès, Barcelona",6.1083
"Santa Maria de Palautordera, Barcelona","Sant Vicenç de Montalt, Barcelona",6.9172
"Santa Maria de Palautordera, Barcelona","La Roca del Vallès, Barcelona",7.3427
"Santa Maria de Palautordera, Barcelona","Mataró, Barcelona",8.1882
"Santa Maria de Palautordera, Barcelona","La Garriga, Barcelona",8.8793
"Santa Maria de Palautordera, Barcelona","Sant Cebrià de Vallalta, Barcelona",9.0407
"Santa Maria de Palautordera, Barcelona","Canet de Mar, Barcelona",9.1746
"Santa Perpètua de Mogoda, Barcelona","Mollet del Vallès, Barcelona",0
"Santa Perpètua de Mogoda, Barcelona","Barberà del Vallès, Barcelona",0
"Santa Perpètua de Mogoda, Barcelona","Montcada i Reixac, Barcelona",0
"Santa Perpètua de Mogoda, Barcelona","Polinyà, Barcelona",0
"Santa Perpètua de Mogoda, Barcelona","Sabadell, Barcelona",0
"Santa Perpètua de Mogoda, Barcelona","Ripollet, Barcelona",0.7402
"Santa Perpètua de Mogoda, Barcelona","Lliçà de Vall, Barcelona",1.7676
"Santa Perpètua de Mogoda, Barcelona","Cerdanyola del Vallès, Barcelona",2.089
"Santa Perpètua de Mogoda, Barcelona","Montmeló, Barcelona",2.2974
"Santa Perpètua de Mogoda, Barcelona","Montornès del Vallès, Barcelona",2.4925
"Santa Perpètua de Mogoda, Barcelona","Sant Quirze del Vallès, Barcelona",3.0672
"Santa Perpètua de Mogoda, Barcelona","Badalona, Barcelona",3.4331
"Santa Perpètua de Mogoda, Barcelona","Santa Coloma de Gramenet, Barcelona",4.7268
"Santa Perpètua de Mogoda, Barcelona","Caldes de Montbui, Barcelona",4.9129
"Santa Perpètua de Mogoda, Barcelona","Barcelona, Barcelona",5.2838
"Santa Perpètua de Mogoda, Barcelona","Granollers, Barcelona",5.7694
"Santa Perpètua de Mogoda, Barcelona","Sant Cugat del Vallès, Barcelona",5.9585
"Santa Perpètua de Mogoda, Barcelona","Castellar del Vallès, Barcelona",5.9619
"Santa Perpètua de Mogoda, Barcelona","Terrassa, Barcelona",6.153
"Santa Perpètua de Mogoda, Barcelona","Rubí, Barcelona",7.4019
"Santa Perpètua de Mogoda, Barcelona","Santa Eulàlia de Ronçana, Barcelona",8.1311
"Santa Perpètua de Mogoda, Barcelona","Teià, Barcelona",8.4603
"Santa Perpètua de Mogoda, Barcelona","La Roca del Vallès, Barcelona",8.5087
"Santa Perpètua de Mogoda, Barcelona","Vilassar de Dalt, Barcelona",9.0303
"Santa Perpètua de Mogoda, Barcelona","Sant Adrià de Besòs, Barcelona",9.0829
"Santa Perpètua de Mogoda, Barcelona","El Masnou, Barcelona",9.1894
"Santa Perpètua de Mogoda, Barcelona","Premià de Dalt, Barcelona",9.6659
"Santa Pola, Alicante","Elche, Alicante",0
"Santa Pola, Alicante","San Fulgencio, Alicante",2.6235
"Santa Pola, Alicante","Guardamar del Segura, Alicante",2.7447
"Santa Pola, Alicante","Alicante, Alicante",3.5342
"Santa Pola, Alicante","Dolores, Alicante",5.4032
"Santa Pola, Alicante","Crevillent, Alicante",7.2249
"Santa Pola, Alicante","Catral, Alicante",7.4955
"Santa Susanna, Barcelona","Malgrat de Mar, Barcelona",0
"Santa Susanna, Barcelona","Pineda de Mar, Barcelona",0
"Santa Susanna, Barcelona","Calella, Barcelona",2.2277
"Santa Susanna, Barcelona","Sant Cebrià de Vallalta, Barcelona",3.1548
"Santa Susanna, Barcelona","Sant Pol de Mar, Barcelona",4.2254
"Santa Susanna, Barcelona","Blanes, Girona",4.3221
"Santa Susanna, Barcelona","Lloret de Mar, Girona",8.5141
"Santa Susanna, Barcelona","Canet de Mar, Barcelona",8.584
"Santa Susanna, Barcelona","Riells i Viabrea, Girona",9.9828
"Santander, Cantabria","Camargo, Cantabria",0
"Santander, Cantabria","Santa Cruz de Bezana, Cantabria",0
"Santander, Cantabria","El Astillero, Cantabria",2.3529
"Santanyí, Baleares","Campos, Baleares",0
"Santanyí, Baleares","Felanitx, Baleares",0
"Santanyí, Baleares","Ses Salines, Baleares",0
"Santanyí, Baleares","Manacor, Baleares",5.1647
"Santanyí, Baleares","Palma de Mallorca, Baleares",8.8434
"Santanyí, Baleares","Porreres, Baleares",8.9202
"Santiago de Compostela, A Coruña","Ames, A Coruña",0
"Santiago de Compostela, A Coruña","Teo, A Coruña",0
"Santiago de Compostela, A Coruña","Vedra, A Coruña",0
"Santiago de Compostela, A Coruña","Oroso, A Coruña",0
"Santiago de Compostela, A Coruña","Val do Dubra, A Coruña",0
"Santiago de Compostela, A Coruña","Ordes, A Coruña",3.0397
"Santiago de Compostela, A Coruña","Tordoia, A Coruña",3.9759
"Santiago de Compostela, A Coruña","A Estrada, Pontevedra",7.5364
"Santiago de Compostela, A Coruña","Arzúa, A Coruña",8.1367
"Santiago de Compostela, A Coruña","Santa Comba, A Coruña",8.8374
"Santiago del Teide, Santa Cruz de Tenerife","Icod de los Vinos, Santa Cruz de Tenerife",0
"Santiago del Teide, Santa Cruz de Tenerife","La Orotava, Santa Cruz de Tenerife",0
"Santiago del Teide, Santa Cruz de Tenerife","Adeje, Santa Cruz de Tenerife",6.1708
"Santiago del Teide, Santa Cruz de Tenerife","Granadilla de Abona, Santa Cruz de Tenerife",8.4374
"Santiago del Teide, Santa Cruz de Tenerife","Los Realejos, Santa Cruz de Tenerife",9.0832
"Santiponce, Sevilla","Camas, Sevilla",0
"Santiponce, Sevilla","Valencina de la Concepción, Sevilla",0
"Santiponce, Sevilla","Sevilla, Sevilla",0
"Santiponce, Sevilla","La Algaba, Sevilla",0.0472
"Santiponce, Sevilla","La Rinconada, Sevilla",0.1017
"Santiponce, Sevilla","Tomares, Sevilla",3.6187
"Santiponce, Sevilla","San Juan de Aznalfarache, Sevilla",3.79
"Santiponce, Sevilla","Gerena, Sevilla",4.7184
"Santiponce, Sevilla","Espartinas, Sevilla",4.7239
"Santiponce, Sevilla","Bormujos, Sevilla",5.2561
"Santiponce, Sevilla","Alcalá del Río, Sevilla",5.3856
"Santiponce, Sevilla","Olivares, Sevilla",5.5134
"Santiponce, Sevilla","Mairena del Aljarafe, Sevilla",6.5258
"Santiponce, Sevilla","Gelves, Sevilla",7.0053
"Santiponce, Sevilla","Alcalá de Guadaíra, Sevilla",7.3473
"Santiponce, Sevilla","Dos Hermanas, Sevilla",8.2104
"Santiponce, Sevilla","Palomares del Río, Sevilla",9.3434
"Santo Domingo de la Calzada, La Rioja","Villarta-Quintana, La Rioja",2.3571
"Santo Domingo de la Calzada, La Rioja","Haro, La Rioja",9.6164
"Santomera, Murcia","Orihuela, Alicante",0
"Santomera, Murcia","Murcia, Murcia",0
"Santomera, Murcia","Molina de Segura, Murcia",2.4632
"Santomera, Murcia","Redován, Alicante",6.7996
"Santomera, Murcia","Callosa de Segura, Alicante",8.4023
"Santomera, Murcia","Cox, Alicante",9.4736
"Santoña, Cantabria","Noja, Cantabria",0
"Santoña, Cantabria","Laredo, Cantabria",0.537
"Santoña, Cantabria","Bárcena de Cicero, Cantabria",2.3473
"Santoña, Cantabria","Colindres, Cantabria",3.9555
"Santoña, Cantabria","Castro-Urdiales, Cantabria",7.8893
"Santpedor, Barcelona","Manresa, Barcelona",0.6313
"Santpedor, Barcelona","Súria, Barcelona",2.3132
"Santpedor, Barcelona","Artés, Barcelona",3.3468
"Sanxenxo, Pontevedra","O Grove, Pontevedra",0
"Sanxenxo, Pontevedra","Cambados, Pontevedra",0.4957
"Sanxenxo, Pontevedra","Meis, Pontevedra",2.1988
"Sanxenxo, Pontevedra","Pontevedra, Pontevedra",4.8602
"Sanxenxo, Pontevedra","Vilanova de Arousa, Pontevedra",8.0073
"Sanxenxo, Pontevedra","Cangas, Pontevedra",8.2954
"Sarria, Lugo","Láncara, Lugo",0
"Sarria, Lugo","Samos, Lugo",0
"Sarria, Lugo","A Pobra do Brollón, Lugo",5.1646
"Sarria, Lugo","O Saviñao, Lugo",5.5877
"Sarria, Lugo","Portomarín, Lugo",6.9061
"Sarria, Lugo","Becerreá, Lugo",8.0414
"Sarria, Lugo","Lugo, Lugo",8.7954
"Sarria, Lugo","Taboada, Lugo",9.1407
"Sayalonga, Málaga","Vélez-Málaga, Málaga",0
"Sayalonga, Málaga","Nerja, Málaga",6.7664
"Segorbe, Castellón","Olocau, Valencia",1.9776
"Segorbe, Castellón","Sagunto, Valencia",4.0121
"Segorbe, Castellón","Náquera, Valencia",5.2639
"Segorbe, Castellón","La Vall d'Uixó, Castellón",6.9886
"Segorbe, Castellón","Llíria, Valencia",7.2512
"Segorbe, Castellón","Bétera, Valencia",7.7157
"Segorbe, Castellón","La Pobla de Vallbona, Valencia",8.99
"Segorbe, Castellón","Almenara, Castellón",9.367
"Segovia, Segovia","Palazuelos de Eresma, Segovia",0
"Segovia, Segovia","Cercedilla, Madrid",5.6799
"Selva, Baleares","Escorca, Baleares",0
"Selva, Baleares","Búger, Baleares",0
"Selva, Baleares","Campanet, Baleares",0
"Selva, Baleares","Inca, Baleares",0
"Selva, Baleares","Lloseta, Baleares",0
"Selva, Baleares","Mancor de la Vall, Baleares",0
"Selva, Baleares","Alaró, Baleares",0.7488
"Selva, Baleares","Binissalem, Baleares",1.7197
"Selva, Baleares","Pollença, Baleares",2.3609
"Selva, Baleares","Sa Pobla, Baleares",2.7614
"Selva, Baleares","Bunyola, Baleares",3.8651
"Selva, Baleares","Llubí, Baleares",3.8911
"Selva, Baleares","Sencelles, Baleares",4.8058
"Selva, Baleares","Muro, Baleares",5.1948
"Selva, Baleares","Consell, Baleares",5.6249
"Selva, Baleares","Sineu, Baleares",6.6241
"Selva, Baleares","Costitx, Baleares",6.885
"Selva, Baleares","Fornalutx, Baleares",7.2572
"Selva, Baleares","Sóller, Baleares",7.9608
"Selva, Baleares","Santa Eugènia, Baleares",8.4453
"Selva, Baleares","Alcúdia, Baleares",8.512
"Sencelles, Baleares","Algaida, Baleares",0
"Sencelles, Baleares","Binissalem, Baleares",0
"Sencelles, Baleares","Consell, Baleares",0
"Sencelles, Baleares","Costitx, Baleares",0
"Sencelles, Baleares","Inca, Baleares",0
"Sencelles, Baleares","Lloret de Vistalegre, Baleares",0
"Sencelles, Baleares","Santa Eugènia, Baleares",0
"Sencelles, Baleares","Montuïri, Baleares",1.6072
"Sencelles, Baleares","Sineu, Baleares",1.8875
"Sencelles, Baleares","Lloseta, Baleares",1.9959
"Sencelles, Baleares","Palma de Mallorca, Baleares",2.4731
"Sencelles, Baleares","Sant Joan, Baleares",3.3127
"Sencelles, Baleares","Llubí, Baleares",3.6944
"Sencelles, Baleares","Alaró, Baleares",3.8174
"Sencelles, Baleares","Marratxí, Baleares",4.341
"Sencelles, Baleares","Selva, Baleares",4.8058
"Sencelles, Baleares","Mancor de la Vall, Baleares",6.284
"Sencelles, Baleares","Llucmajor, Baleares",6.5854
"Sencelles, Baleares","Sa Pobla, Baleares",7.0501
"Sencelles, Baleares","Búger, Baleares",7.2239
"Sencelles, Baleares","Maria de la Salut, Baleares",7.6039
"Sencelles, Baleares","Campanet, Baleares",7.8494
"Sencelles, Baleares","Bunyola, Baleares",8.5045
"Sencelles, Baleares","Muro, Baleares",9.0635
"Sencelles, Baleares","Petra, Baleares",9.1993
"Sencelles, Baleares","Porreres, Baleares",9.5386
"Serón, Almería","Alcóntar, Almería",0
"Serón, Almería","Caniles, Granada",0
"Serón, Almería","Cúllar, Granada",0
"Serón, Almería","Baza, Granada",3.064
"Ses Salines, Baleares","Campos, Baleares",0
"Ses Salines, Baleares","Santanyí, Baleares",0
"Ses Salines, Baleares","Felanitx, Baleares",3.227
"Ses Salines, Baleares","Llucmajor, Baleares",6.1443
"Ses Salines, Baleares","Palma de Mallorca, Baleares",9.7975
"Seseña, Toledo","Valdemoro, Madrid",0
"Seseña, Toledo","Aranjuez, Madrid",0
"Seseña, Toledo","Ciempozuelos, Madrid",0
"Seseña, Toledo","Illescas, Toledo",4.3495
"Seseña, Toledo","Pinto, Madrid",6.4552
"Seseña, Toledo","Parla, Madrid",7.146
"Seseña, Toledo","Torrejón de la Calzada, Madrid",8.3119
"Seseña, Toledo","San Martín de la Vega, Madrid",8.5698
"Sestao, Vizcaya","Barakaldo, Vizcaya",0
"Sestao, Vizcaya","Erandio, Vizcaya",0
"Sestao, Vizcaya","Leioa, Vizcaya",0
"Sestao, Vizcaya","Portugalete, Vizcaya",0
"Sestao, Vizcaya","Getxo, Vizcaya",0.4376
"Sestao, Vizcaya","Bilbao, Vizcaya",1.1033
"Sestao, Vizcaya","Loiu, Vizcaya",2.5648
"Sestao, Vizcaya","Derio, Vizcaya",4.5742
"Sestao, Vizcaya","Zamudio, Vizcaya",5.743
"Sestao, Vizcaya","Arrigorriaga, Vizcaya",8.1115
"Sestao, Vizcaya","Basauri, Vizcaya",8.1324
"Sestao, Vizcaya","Galdakao, Vizcaya",8.9047
"Sevilla la Nueva, Madrid","Brunete, Madrid",0
"Sevilla la Nueva, Madrid","Villaviciosa de Odón, Madrid",0
"Sevilla la Nueva, Madrid","Navalcarnero, Madrid",0
"Sevilla la Nueva, Madrid","Villamanta, Madrid",0
"Sevilla la Nueva, Madrid","Quijorna, Madrid",0.9663
"Sevilla la Nueva, Madrid","Villamantilla, Madrid",2.5301
"Sevilla la Nueva, Madrid","Móstoles, Madrid",5.0418
"Sevilla la Nueva, Madrid","Villanueva de la Cañada, Madrid",5.4644
"Sevilla la Nueva, Madrid","Arroyomolinos, Madrid",7.0088
"Sevilla la Nueva, Madrid","Valdemorillo, Madrid",7.2488
"Sevilla la Nueva, Madrid","Boadilla del Monte, Madrid",7.4366
"Sevilla la Nueva, Madrid","El Álamo, Madrid",8.5137
"Sevilla la Nueva, Madrid","Villanueva del Pardillo, Madrid",9.7125
"Sevilla la Nueva, Madrid","Méntrida, Toledo",9.9509
"Sevilla, Sevilla","Alcalá de Guadaíra, Sevilla",0
"Sevilla, Sevilla","Carmona, Sevilla",0
"Sevilla, Sevilla","Dos Hermanas, Sevilla",0
"Sevilla, Sevilla","La Algaba, Sevilla",0
"Sevilla, Sevilla","La Rinconada, Sevilla",0
"Sevilla, Sevilla","San Juan de Aznalfarache, Sevilla",0
"Sevilla, Sevilla","Santiponce, Sevilla",0
"Sevilla, Sevilla","Camas, Sevilla",0
"Sevilla, Sevilla","Gelves, Sevilla",0
"Sevilla, Sevilla","Palomares del Río, Sevilla",0
"Sevilla, Sevilla","Tomares, Sevilla",0
"Sevilla, Sevilla","Valencina de la Concepción, Sevilla",0.6995
"Sevilla, Sevilla","Coria del Río, Sevilla",0.7272
"Sevilla, Sevilla","Mairena del Aljarafe, Sevilla",0.8169
"Sevilla, Sevilla","Mairena del Alcor, Sevilla",0.9535
"Sevilla, Sevilla","Bormujos, Sevilla",2.9892
"Sevilla, Sevilla","Alcalá del Río, Sevilla",3.7914
"Sevilla, Sevilla","Espartinas, Sevilla",5.1833
"Sevilla, Sevilla","El Viso del Alcor, Sevilla",5.6846
"Sevilla, Sevilla","Gerena, Sevilla",7.9853
"Sevilla, Sevilla","Olivares, Sevilla",8.7698
"Sevilla, Sevilla","Brenes, Sevilla",9.9017
"Siero, Asturias","Gijón, Asturias",0
"Siero, Asturias","Villaviciosa, Asturias",0
"Siero, Asturias","Langreo, Asturias",0
"Siero, Asturias","San Martín del Rey Aurelio, Asturias",0
"Siero, Asturias","Bimenes, Asturias",0
"Siero, Asturias","Noreña, Asturias",0
"Siero, Asturias","Oviedo, Asturias",0
"Siero, Asturias","Mieres, Asturias",5.1216
"Siero, Asturias","Morcín, Asturias",8.8616
"Silla, Valencia","Albal, Valencia",0
"Silla, Valencia","Alcàsser, Valencia",0
"Silla, Valencia","Beniparrell, Valencia",0
"Silla, Valencia","Picassent, Valencia",0
"Silla, Valencia","Almussafes, Valencia",0
"Silla, Valencia","Sollana, Valencia",0
"Silla, Valencia","Valencia, Valencia",0
"Silla, Valencia","Catarroja, Valencia",0.0853
"Silla, Valencia","Massanassa, Valencia",1.1012
"Silla, Valencia","Alfafar, Valencia",1.4721
"Silla, Valencia","Paiporta, Valencia",3.3108
"Silla, Valencia","Torrent, Valencia",3.6847
"Silla, Valencia","Sueca, Valencia",5.4845
"Silla, Valencia","Alginet, Valencia",6.6894
"Silla, Valencia","Alaquàs, Valencia",8.5787
"Silla, Valencia","Algemesí, Valencia",8.8707
"Silla, Valencia","Carlet, Valencia",9.4177
"Silla, Valencia","Aldaia, Valencia",9.5219
"Silla, Valencia","Mislata, Valencia",9.579
"Silleda, Pontevedra","A Estrada, Pontevedra",0
"Silleda, Pontevedra","Vedra, A Coruña",1.949
"Silleda, Pontevedra","Arzúa, A Coruña",9.6347
"Silleda, Pontevedra","Teo, A Coruña",9.9767
"Simancas, Valladolid","Arroyo de la Encomienda, Valladolid",0
"Simancas, Valladolid","Valladolid, Valladolid",0
"Simancas, Valladolid","Tudela de Duero, Valladolid",8.4884
"Sineu, Baleares","Ariany, Baleares",0
"Sineu, Baleares","Costitx, Baleares",0
"Sineu, Baleares","Inca, Baleares",0
"Sineu, Baleares","Lloret de Vistalegre, Baleares",0
"Sineu, Baleares","Llubí, Baleares",0
"Sineu, Baleares","Maria de la Salut, Baleares",0
"Sineu, Baleares","Petra, Baleares",0
"Sineu, Baleares","Sant Joan, Baleares",0
"Sineu, Baleares","Sencelles, Baleares",1.8875
"Sineu, Baleares","Montuïri, Baleares",2.5076
"Sineu, Baleares","Santa Margalida, Baleares",3.1461
"Sineu, Baleares","Algaida, Baleares",3.883
"Sineu, Baleares","Sa Pobla, Baleares",4.8165
"Sineu, Baleares","Muro, Baleares",5.0895
"Sineu, Baleares","Búger, Baleares",5.441
"Sineu, Baleares","Binissalem, Baleares",5.8214
"Sineu, Baleares","Manacor, Baleares",6.1559
"Sineu, Baleares","Porreres, Baleares",6.4307
"Sineu, Baleares","Selva, Baleares",6.6241
"Sineu, Baleares","Campanet, Baleares",7.5966
"Sineu, Baleares","Lloseta, Baleares",7.9401
"Sineu, Baleares","Mancor de la Vall, Baleares",9.5869
"Sineu, Baleares","Santa Eugènia, Baleares",9.6289
"Sineu, Baleares","Consell, Baleares",9.6635
"Sineu, Baleares","Felanitx, Baleares",9.8135
"Sitges, Barcelona","Begues, Barcelona",0
"Sitges, Barcelona","Castelldefels, Barcelona",0
"Sitges, Barcelona","Gavà, Barcelona",0
"Sitges, Barcelona","Olivella, Barcelona",0
"Sitges, Barcelona","Sant Pere de Ribes, Barcelona",0
"Sitges, Barcelona","Vilanova i la Geltrú, Barcelona",0.4037
"Sitges, Barcelona","Canyelles, Barcelona",4.124
"Sitges, Barcelona","Viladecans, Barcelona",5.3491
"Sitges, Barcelona","Cubelles, Barcelona",6.4113
"Sitges, Barcelona","Vallirana, Barcelona",6.6845
"Sitges, Barcelona","Sant Boi de Llobregat, Barcelona",8.5782
"Sitges, Barcelona","Cunit, Tarragona",8.7478
"Sitges, Barcelona","Cervelló, Barcelona",8.8503
"Sitges, Barcelona","El Prat de Llobregat, Barcelona",9.8773
"Socuéllamos, Ciudad Real","Villarrobledo, Albacete",0
"Socuéllamos, Ciudad Real","Tomelloso, Ciudad Real",0
"Sollana, Valencia","Silla, Valencia",0
"Sollana, Valencia","Algemesí, Valencia",0
"Sollana, Valencia","Alginet, Valencia",0
"Sollana, Valencia","Almussafes, Valencia",0
"Sollana, Valencia","Sueca, Valencia",0
"Sollana, Valencia","Valencia, Valencia",0
"Sollana, Valencia","Picassent, Valencia",1.3193
"Sollana, Valencia","Alcàsser, Valencia",4.8454
"Sollana, Valencia","Carlet, Valencia",5.1596
"Sollana, Valencia","Alfafar, Valencia",5.3021
"Sollana, Valencia","Albal, Valencia",5.3222
"Sollana, Valencia","Massanassa, Valencia",5.4694
"Sollana, Valencia","Catarroja, Valencia",5.4905
"Sollana, Valencia","Beniparrell, Valencia",5.6725
"Sollana, Valencia","L'Alcúdia, Valencia",6.0943
"Sollana, Valencia","Alzira, Valencia",6.2767
"Sollana, Valencia","Cullera, Valencia",8.6126
"Sollana, Valencia","Torrent, Valencia",9.4102
"Sollana, Valencia","Paiporta, Valencia",9.6664
"Sóller, Baleares","Bunyola, Baleares",0
"Sóller, Baleares","Escorca, Baleares",0
"Sóller, Baleares","Fornalutx, Baleares",0
"Sóller, Baleares","Valldemossa, Baleares",1.3665
"Sóller, Baleares","Alaró, Baleares",2.67
"Sóller, Baleares","Lloseta, Baleares",6.2408
"Sóller, Baleares","Mancor de la Vall, Baleares",6.5461
"Sóller, Baleares","Esporles, Baleares",7.5572
"Sóller, Baleares","Selva, Baleares",7.9608
"Sóller, Baleares","Binissalem, Baleares",8.0691
"Sóller, Baleares","Marratxí, Baleares",8.7096
"Sóller, Baleares","Palma de Mallorca, Baleares",8.8509
"Sóller, Baleares","Consell, Baleares",9.1447
"Son Servera, Baleares","Artà, Baleares",0
"Son Servera, Baleares","Capdepera, Baleares",0
"Son Servera, Baleares","Sant Llorenç des Cardassar, Baleares",0
"Son Servera, Baleares","Manacor, Baleares",2.9523
"Son Servera, Baleares","Petra, Baleares",6.2721
"Son Servera, Baleares","Santa Margalida, Baleares",9.2264
"Soria, Soria","Ólvega, Soria",0
"Sotalbo, Ávila","Ávila, Ávila",2.9063
"Soto del Barco, Asturias","Castrillón, Asturias",0
"Soto del Barco, Asturias","Pravia, Asturias",0
"Soto del Barco, Asturias","Cudillero, Asturias",2.5914
"Soto del Barco, Asturias","Avilés, Asturias",5.2385
"Soto del Barco, Asturias","Salas, Asturias",6.3786
"Soto del Barco, Asturias","Grado, Asturias",7.8635
"Soto del Barco, Asturias","Gozón, Asturias",8.618
"Soto del Real, Madrid","Miraflores de la Sierra, Madrid",0
"Soto del Real, Madrid","Colmenar Viejo, Madrid",0
"Soto del Real, Madrid","Manzanares el Real, Madrid",0
"Soto del Real, Madrid","Tres Cantos, Madrid",8.0377
"Sueca, Valencia","Cullera, Valencia",0
"Sueca, Valencia","Sollana, Valencia",0
"Sueca, Valencia","Valencia, Valencia",0
"Sueca, Valencia","Algemesí, Valencia",1.6018
"Sueca, Valencia","Almussafes, Valencia",3.7528
"Sueca, Valencia","Alzira, Valencia",4.1338
"Sueca, Valencia","Alginet, Valencia",4.7863
"Sueca, Valencia","Alfafar, Valencia",5.4728
"Sueca, Valencia","Silla, Valencia",5.4845
"Sueca, Valencia","Massanassa, Valencia",5.6585
"Sueca, Valencia","Albal, Valencia",5.8057
"Sueca, Valencia","Catarroja, Valencia",5.8057
"Sueca, Valencia","Picassent, Valencia",6.9323
"Sueca, Valencia","Beniparrell, Valencia",8.8661
"Sueca, Valencia","Carcaixent, Valencia",9.6251
"Sueca, Valencia","Carlet, Valencia",9.8701
"Súria, Barcelona","Santpedor, Barcelona",2.3132
"Súria, Barcelona","Manresa, Barcelona",6.6318
"Taboada, Lugo","Chantada, Lugo",0
"Taboada, Lugo","O Saviñao, Lugo",0
"Taboada, Lugo","Antas de Ulla, Lugo",0
"Taboada, Lugo","Monterroso, Lugo",0
"Taboada, Lugo","Portomarín, Lugo",0
"Taboada, Lugo","Carballedo, Lugo",7.9967
"Taboada, Lugo","Sarria, Lugo",9.1407
"Tacoronte, Santa Cruz de Tenerife","El Rosario, Santa Cruz de Tenerife",0
"Tacoronte, Santa Cruz de Tenerife","San Cristóbal de La Laguna, Santa Cruz de Tenerife",0
"Tacoronte, Santa Cruz de Tenerife","La Matanza de Acentejo, Santa Cruz de Tenerife",1.6257
"Tacoronte, Santa Cruz de Tenerife","Santa Cruz de Tenerife, Santa Cruz de Tenerife",4.2955
"Tacoronte, Santa Cruz de Tenerife","La Orotava, Santa Cruz de Tenerife",9.0855
"Tapia de Casariego, Asturias","El Franco, Asturias",0
"Tapia de Casariego, Asturias","Ribadeo, Lugo",2.9791
"Tapia de Casariego, Asturias","Villanueva de Oscos, Asturias",9.1635
"Tarancón, Cuenca","Horcajo de Santiago, Cuenca",4.8681
"Tarifa, Cádiz","Algeciras, Cádiz",0
"Tarifa, Cádiz","Los Barrios, Cádiz",0
"Tarifa, Cádiz","Barbate, Cádiz",0
"Tarifa, Cádiz","Benalup-Casas Viejas, Cádiz",3.2914
"Tarragona, Tarragona","Altafulla, Tarragona",0
"Tarragona, Tarragona","Constantí, Tarragona",0
"Tarragona, Tarragona","El Catllar, Tarragona",0
"Tarragona, Tarragona","Reus, Tarragona",0
"Tarragona, Tarragona","Vila-seca, Tarragona",0
"Tarragona, Tarragona","Perafort, Tarragona",0.884
"Tarragona, Tarragona","Salou, Tarragona",1.056
"Tarragona, Tarragona","La Pobla de Mafumet, Tarragona",1.2494
"Tarragona, Tarragona","Vespella de Gaià, Tarragona",1.4555
"Tarragona, Tarragona","La Nou de Gaià, Tarragona",2.6114
"Tarragona, Tarragona","La Pobla de Montornès, Tarragona",3.1425
"Tarragona, Tarragona","Renau, Tarragona",3.8344
"Tarragona, Tarragona","La Selva del Camp, Tarragona",4.5165
"Tarragona, Tarragona","Creixell, Tarragona",5.0624
"Tarragona, Tarragona","Cambrils, Tarragona",5.0956
"Tarragona, Tarragona","Riudoms, Tarragona",5.3768
"Tarragona, Tarragona","Vilabella, Tarragona",5.6724
"Tarragona, Tarragona","Vallmoll, Tarragona",6.2655
"Tarragona, Tarragona","Castellvell del Camp, Tarragona",6.3709
"Tarragona, Tarragona","Vinyols i els Arcs, Tarragona",6.9438
"Tarragona, Tarragona","Alcover, Tarragona",8.0912
"Tarragona, Tarragona","L'Aleixar, Tarragona",8.819
"Tarragona, Tarragona","El Milà, Tarragona",8.9109
"Tarragona, Tarragona","Valls, Tarragona",9.1768
"Tarragona, Tarragona","Montferri, Tarragona",9.4662
"Tàrrega, Lleida","Guissona, Lleida",7.8646
"Teià, Barcelona","El Masnou, Barcelona",0
"Teià, Barcelona","Premià de Dalt, Barcelona",0
"Teià, Barcelona","Vilassar de Dalt, Barcelona",1.0176
"Teià, Barcelona","Cabrils, Barcelona",2.2863
"Teià, Barcelona","Montornès del Vallès, Barcelona",2.6448
"Teià, Barcelona","Badalona, Barcelona",4.4087
"Teià, Barcelona","Cabrera de Mar, Barcelona",4.7354
"Teià, Barcelona","La Roca del Vallès, Barcelona",5.0861
"Teià, Barcelona","Montmeló, Barcelona",5.519
"Teià, Barcelona","Granollers, Barcelona",6.3125
"Teià, Barcelona","Montcada i Reixac, Barcelona",7.013
"Teià, Barcelona","Mollet del Vallès, Barcelona",7.0667
"Teià, Barcelona","Mataró, Barcelona",7.5328
"Teià, Barcelona","Santa Coloma de Gramenet, Barcelona",7.7587
"Teià, Barcelona","Lliçà de Vall, Barcelona",8.4289
"Teià, Barcelona","Santa Perpètua de Mogoda, Barcelona",8.4603
"Teià, Barcelona","Sant Adrià de Besòs, Barcelona",9.0823
"Teià, Barcelona","Barcelona, Barcelona",9.933
"Teià, Barcelona","Llinars del Vallès, Barcelona",9.9945
"Telde, Las Palmas","Las Palmas de Gran Canaria, Las Palmas",0
"Telde, Las Palmas","San Bartolomé de Tirajana, Las Palmas",1.4047
"Telde, Las Palmas","Teror, Las Palmas",3.697
"Telde, Las Palmas","Firgas, Las Palmas",9.2441
"Tembleque, Toledo","Madridejos, Toledo",0
"Tembleque, Toledo","Consuegra, Toledo",6.778
"Teo, A Coruña","Ames, A Coruña",0
"Teo, A Coruña","Santiago de Compostela, A Coruña",0
"Teo, A Coruña","Vedra, A Coruña",0
